smiles,mpi,max_esp,min_esp,kurtosis,skewness,quantile(0.25),quantile(0.5),quantile(0.75),surface_area,"-10,10","-20,-10;10,20","-30,-20;20,30","-40,-30;30,40","-50,-40;40,50","-60,-50;50,60","-70,-60;60,70","-80,-70;70,80"
C,1.561902222,5.575266426,98.16030739,3.626140968,58.47728254,89.79333643,39.52273939,4.242344938,3.785404119,70.92022,0,0,0,0,0,0,0
F,41.90191327,67.32150708,72.47247429,7.085500369,65.01383823,56.16833471,2.472619079,29.78917558,0.412129072,7.742299097,9.340146941,17.32938616,2.483927102,1.888365633,2.062676307,1.946469191,0.319569569
I,10.87111771,23.99729516,93.52224646,7.177017413,64.03217663,83.92320917,36.20818328,12.40964198,4.686348724,59.87608987,11.61185384,6.859156293,0,0,0,0,0
N,30.01192174,22.89028559,52.86966849,4.690022858,40.09775053,69.70429558,67.37940745,25.14850924,2.615212594,13.35778171,24.69929449,15.84846687,6.152585362,1.215691565,0,0,0
O,41.46372662,40.98347219,57.23995342,1.345620434,52.0783425,55.08872419,37.3093329,41.68443328,1.564557375,9.262092776,10.46955161,12.95809482,16.37431982,3.548750968,0,0,0
S,20.1951146,21.52896845,78.81771382,1.492747313,52.15445123,76.12710022,41.76822032,23.2819741,3.681111455,26.17475575,32.76391126,11.12182299,0,0,0,0,0
Br,14.3361505,34.44905953,90.90151114,12.28918421,69.04328285,80.62548748,29.68143946,10.52779,3.400496703,52.64640508,7.023963411,4.305009833,3.77188168,0,0,0,0
CC,1.134014244,4.206784743,97.501627,3.52446475,53.29393264,90.98341242,41.69742124,3.802444606,6.861475461,96.27762,0,0,0,0,0,0,0
CI,13.89591569,15.27600334,88.77123687,0.651931026,52.25699071,79.98296554,42.60350071,17.71136633,7.803007505,54.35086928,49.68821072,0,0,0,0,0,0
Cl,19.26201159,40.82104198,88.0816755,10.75768815,68.97466987,76.70534476,22.57419334,11.82458851,2.562597404,30.01392037,20.29313079,4.401866977,4.205355058,1.925816802,0,0,0
CN,18.31594344,21.38200179,54.61603769,13.64468207,33.57425761,90.09782865,54.22209806,12.61788404,5.919530967,52.90331488,18.25547503,10.93825994,6.085158343,0.330551811,0,0,0
CO,24.79336943,39.05392374,57.54548452,8.2491136,44.14911644,79.69091894,59.96673146,16.5266633,5.088152006,33.53704978,25.70423547,10.45875781,10.83389259,1.125404355,0,0,0
FC,22.79571513,16.46014102,72.42210864,3.164916785,40.25519076,71.26633074,64.04420534,20.67220981,4.161033852,20.20523976,40.4401277,13.37133255,0,0,0,0,0
FF,0.838695217,9.984403773,98.90975979,18.84446197,72.8489341,89.48917978,37.06098026,0.979268912,1.138499647,47.12554432,1.97508568,0,0,0,0,0,0
FI,12.57439976,51.10031196,83.75473363,23.76130438,69.18201976,91.98609715,42.09751638,4.699987941,4.950161018,53.02528453,19.95335422,3.594489847,2.230157934,1.233146152,0.485387315,0,0
II,6.220229469,28.26235213,97.31327615,21.68429051,76.63740196,87.65437098,34.70780316,4.220551155,8.659539809,93.06398821,10.71830378,6.483912161,0.833645849,0,0,0,0
NN,28.89549061,23.83805594,59.66558098,2.796705582,44.11568225,67.7313531,58.69764928,26.96360397,5.077340981,19.62647954,28.93896755,26.17362199,6.831150914,0,0,0,0
ON,28.78218579,36.39247868,66.29404979,2.132179177,51.3823452,67.41332628,39.87509037,30.00905993,4.157878615,19.65239798,21.62352173,28.97846109,3.530370895,0.205938302,0,0,0
OO,33.20884102,44.75097909,68.01115939,3.925834298,59.06439584,63.01915226,21.66923708,28.28634639,3.206492671,16.02878797,19.04149812,20.3284811,5.411178421,5.338054389,0,0,0
PP,10.32231201,9.228228759,82.44882626,8.438853072,35.46177701,89.77434391,56.15730261,11.62503553,8.930088371,88.34154993,24.98855007,0,0,0,0,0,0
SC,18.00609419,17.60503986,75.25863863,3.198617751,42.78216952,77.6499178,60.21743545,17.61692141,6.869404192,37.57031933,51.82953942,6.943121251,0,0,0,0,0
C#C,19.19940797,28.55430252,83.52218344,4.169701917,59.08741718,74.08169309,31.03207163,16.85597933,4.357206883,30.58658678,34.37254866,8.696325977,1.978378577,0,0,0,0
C#N,34.33300099,48.33197553,64.39188373,3.778112092,57.67910354,62.92296289,26.05869828,31.07538243,3.10358899,14.60985953,18.80225401,19.39511787,7.283756057,4.319436732,0.889295798,0,0
C=C,9.186404195,10.41506931,83.15858947,4.73332117,44.36836411,85.5249046,46.60620552,9.67441792,5.689124642,63.46750607,23.14591393,0,0,0,0,0,0
CBC,5.868277357,22.48546934,92.44641082,9.313075051,59.16748455,88.02429072,42.58369308,8.198449337,9.831114253,106.7194459,12.97624669,1.061957409,0,0,0,0,0
CBr,17.0751939,16.46222935,85.83843693,0.176723882,51.51770691,76.58710458,41.47331053,20.45353674,6.650933423,33.61113968,60.55996942,0.370920896,0,0,0,0,0
CCC,1.263453014,4.175144685,97.55318099,3.194448588,51.79843954,91.12194759,42.30824857,4.088197329,9.564947358,118.56352,0,0,0,0,0,0,0
CCI,12.98694599,14.38021753,87.10537625,1.422572552,48.45678174,80.49095696,52.96975394,14.11219655,10.53624005,70.87039201,55.69991799,0,0,0,0,0,0
CCS,15.24069544,16.7456921,74.63284231,5.803498727,39.99076857,83.50495227,54.5667192,14.51644104,9.577729648,60.44023302,51.95063466,6.278022316,0,0,0,0,0
ClC,19.01082424,16.72591488,83.75716449,0.015443621,49.98513043,74.20939649,47.84346529,21.48159156,5.902669068,25.89974784,61.47678759,0.997224565,0,0,0,0,0
ClF,10.66247763,39.18635208,87.79469082,19.60378286,67.25309079,83.93449034,42.77234346,6.138273292,2.978564681,44.32762793,14.99258293,3.02505213,1.552329383,0.37149763,0,0,0
ClO,22.46345224,54.17722573,71.18820762,14.56323179,67.75635831,76.56944272,29.04185183,11.38116372,4.029621431,36.15339375,19.26183073,10.14856004,2.452001083,2.669956735,2.24766766,0,0
CNC,11.80192139,21.33848644,57.61964764,25.96356886,27.19360713,93.88788426,50.30421524,9.38137852,8.78678164,88.66926738,11.42364794,7.777490042,4.278354636,0,0,0,0
CNN,20.59278281,24.0014678,59.59443425,7.478312763,41.11053568,81.56032299,51.28719973,16.53711349,7.95024221,48.95512291,29.87019609,20.7420013,5.685479696,0,0,0,0
COC,15.59678248,8.858633805,59.51027854,15.73170151,28.05207353,90.12103427,58.30256727,12.59131916,8.148374375,66.70915438,27.18550226,7.126729157,5.864704202,0,0,0,0
CSC,15.18141523,12.27370507,73.41874958,6.794973029,37.00038494,84.21521794,57.30763459,13.7237614,9.685222434,63.517601,48.21524491,7.822154094,0,0,0,0,0
FBr,10.56215727,45.67935583,87.90583181,26.27319617,73.51375829,84.41790313,40.03892775,2.783634816,3.780007099,48.04354472,16.82509911,3.273007561,1.577353042,1.143580955,0.013144609,0,0
FCC,17.53241283,13.23545228,71.43492539,8.025394674,34.97853515,87.76027721,57.74896124,14.70091034,7.200989189,49.45061512,36.0516586,13.57410628,0,0,0,0,0
FCF,27.52232669,24.06149366,77.69031487,0.172159822,53.63804827,67.86842324,31.59412238,32.28773039,4.537708052,15.71602477,37.73261802,23.67314721,0,0,0,0,0
FCN,29.78336058,31.19027245,59.59203164,2.058198854,46.99429383,63.84196943,60.39787367,25.51954561,6.190306376,17.64443735,36.74482909,29.40739558,6.948217976,0,0,0,0
FCO,36.74136592,49.80791379,60.46840606,3.007812573,54.05823512,58.63039547,42.04532027,30.87902118,5.451825561,14.12161309,23.37670105,32.32763119,9.834436192,3.476089376,1.520789102,0,0
FCS,21.55823102,21.08931944,76.53019848,0.970954646,50.04622236,75.10303497,44.08581507,25.75021925,7.193055605,32.21752433,49.55462348,17.23883219,0,0,0,0,0
FOF,2.597199841,11.65257194,96.90986371,9.208035121,62.90578293,89.02207377,39.15438276,3.887279481,2.8569079,59.87977088,3.38644912,0,0,0,0,0,0
IBr,6.248285163,35.48455139,95.19165401,30.1642041,79.50533805,88.88771685,35.92616837,3.654710486,7.479029772,85.99711645,9.722793508,4.008172017,1.64030802,0,0,0,0
ICI,12.22820563,22.25565341,90.48011782,5.026137059,62.07959294,83.18799434,34.17282701,14.29960816,11.38610887,99.23141623,20.38345988,13.96127389,0,0,0,0,0
ICl,6.828064196,40.19297725,93.69752601,36.57031636,82.31977369,87.92253852,36.78209484,2.503000396,6.742946016,81.97809445,7.006221086,3.556187975,1.857710136,0.902316352,0,0,0
N#N,0,0,98.97210243,7.062818844,36.72275817,93.25613746,45.24072269,2.078101678,2.167603175,57.58398,0,0,0,0,0,0,0
N=C,26.77398163,25.45485019,55.48803174,5.786155387,39.91122959,75.49826799,63.88515949,23.60512615,4.623691606,21.2777475,33.42163267,16.36977926,6.761430566,0,0,0,0
NCC,15.56650475,20.52444569,54.39240924,19.37805586,29.4079267,93.26308468,54.40886925,12.07434802,8.644071746,71.12478798,23.76716518,9.645286982,5.949154108,0.485945756,0,0,0
NCN,25.63094396,27.50979287,53.59696697,5.990711727,41.42041165,74.98196545,58.72296247,20.66453279,7.649515701,33.05265417,38.22852194,22.58427936,8.048109882,0.860214643,0,0,0
NOC,19.08623841,25.62269841,65.8394317,6.081952681,46.64547975,77.39190057,47.11801591,11.35412707,7.495831017,54.66667791,22.323215,23.68691738,0.830079708,0,0,0,0
NSC,24.38084252,29.31708053,62.94270468,3.570509237,47.1394197,71.44736668,60.78404423,21.89227875,8.698299128,33.28258087,51.6468511,21.3706218,5.119306219,0,0,0,0
O=C,32.54267287,23.56572855,64.02319674,1.176996466,45.10339082,61.60429317,67.33661828,31.51681361,3.658829487,10.93340623,21.02917247,32.28587835,5.62835294,0,0,0,0
O=O,8.206947455,16.99481257,90.4307216,6.337073407,60.39573402,85.43570232,36.71269826,8.295155662,1.298668278,41.54413169,8.335245499,0.541592814,0,0,0,0,0
OBr,19.99603897,48.77848475,75.04500907,14.40397392,67.96523711,78.25516636,28.36814457,10.83350593,4.796971273,47.27537763,16.11535811,9.08719512,2.882644977,2.937552501,0.960881659,0,0
OCC,19.4475231,36.99481443,57.54304339,12.71758136,40.37561807,89.31319834,53.46586446,13.52478777,7.949642946,58.16444365,25.79733231,10.30725332,10.58464399,0.394186742,0,0,0
ONC,20.77481634,35.76166354,65.06682955,6.818509224,47.48305049,78.11181497,54.55812044,14.88039504,7.316269989,47.77284148,27.29876656,20.20875214,4.746329823,0,0,0,0
OOC,25.14953376,43.15204024,65.24631365,6.297409223,50.41378612,69.3546973,55.92435362,18.36568908,6.57946566,28.86739805,39.54616485,17.50854719,5.672190494,2.358589415,0,0,0
SCS,19.8427374,22.29816833,76.59728647,1.478225915,50.42229533,76.55879477,45.16168823,23.10329214,9.645038952,41.96389444,61.11353767,16.14631789,0,0,0,0,0
BrBr,5.735978916,26.11935689,97.18389086,21.68011023,76.51204585,87.37003694,34.27252835,3.544534689,6.374360675,78.59217594,8.922139098,4.747804961,0,0,0,0,0
CC#C,16.87420538,23.03317045,80.1333773,2.068334317,48.85590666,73.24213592,46.48117311,14.14881072,7.697237302,43.43135291,57.03021096,2.705606133,0,0,0,0,0
CC#N,35.37770848,24.81122329,57.0547578,1.40627881,44.3726986,60.45343345,76.94564875,33.57782062,6.469577028,12.45817975,24.9163595,44.8725178,10.79997295,0,0,0,0
CC=C,7.607421233,9.284655812,81.92139504,7.870027396,39.49603335,87.96943132,45.48271142,7.951310226,8.658272134,91.44271144,19.64668856,0,0,0,0,0,0
CC=N,25.28509763,22.33539179,51.1207692,10.31379598,33.37565282,83.38961195,67.80149491,21.48121866,7.742603088,30.05894179,52.63903513,11.48383641,6.904656639,2.454670032,0,0,0
CC=O,28.55037852,19.02625689,58.96952816,5.250770163,38.05544668,73.03854121,69.42607243,24.74441351,6.818706892,21.01038762,41.99220911,22.76720453,10.15525873,0,0,0,0
CCBr,15.3266788,14.93905799,84.23455295,1.288072087,47.04264808,77.86356527,55.74285746,15.87326387,9.458138753,51.43258253,66.25046747,0,0,0,0,0,0
CCCC,0.978104193,4.314839369,97.51704136,3.532321401,53.21456341,91.2900996,41.60429675,3.674853941,11.97737924,138.45025,0,0,0,0,0,0,0
CCCI,11.19826024,14.23324037,86.910612,2.950313194,46.92718054,84.43047843,49.81371237,13.00579483,13.00368539,93.23801629,53.67252371,0,0,0,0,0,0
CCCl,16.45257776,14.89484029,82.59319734,1.461560617,45.85561651,75.95601046,56.32760919,15.60605033,8.77719098,47.74206108,64.32763892,0,0,0,0,0,0
CCCS,13.07418528,15.57659164,74.8491055,8.976008881,36.4207827,90.42427279,54.31351938,12.86472509,12.09844282,83.55084493,51.30019067,4.597194396,0,0,0,0,0
CCSC,12.36815563,11.61403857,73.32338087,9.887896771,34.61124114,88.77419782,53.69251608,11.23942496,12.12879909,89.66522055,42.28161925,7.751630196,0,0,0,0,0
ClBr,5.474840689,31.80786976,95.84869342,30.23224,79.90525253,88.19210866,34.58662055,2.821965626,5.62275184,73.73533892,8.655372105,2.555771976,1.119797,0,0,0,0
ClCI,13.33742962,22.60645415,87.61055037,4.798274586,61.78107407,82.72623109,32.3750114,14.9505831,9.662917417,81.10818891,22.2860556,15.97688549,0,0,0,0,0
ClCl,4.150774237,21.11951136,97.98885497,22.88063439,75.6138625,88.52973542,37.75944081,4.031313151,4.864122876,70.85335183,6.849634821,2.109583348,0,0,0,0,0
CN=C,17.11354827,14.57199762,57.68072005,13.25260148,31.64768875,86.79606842,57.33671064,14.06459977,7.747385074,55.70743486,35.80366273,6.692408496,5.37705391,0,0,0,0
CNCC,9.427350824,20.75138615,58.40570648,30.71530019,26.16052235,91.0762625,47.19246495,7.865510483,11.60922333,113.3501535,11.19900674,6.887244458,3.978975264,0,0,0,0
CNCl,20.23086049,33.82717617,65.0130725,5.860976373,51.88521958,76.60767614,47.18596088,18.47959215,8.060125989,39.46976655,50.5497328,10.9824068,5.156713851,0,0,0,0
CNNC,15.40244077,25.41152631,61.36422057,11.52185967,42.8581934,84.98718073,46.0196426,9.820195351,11.05852099,85.71796432,21.1923181,19.39710107,4.568316505,0,0,0,0
COCC,11.57073242,8.373611766,60.00172442,21.81833164,25.40994349,90.83183645,51.05750115,10.55595701,11.13390702,101.3169825,18.64766116,6.729760068,4.80273626,0,0,0,0
COCN,21.03452473,24.19184495,58.17261646,8.044598609,37.05257764,81.67940989,60.97627946,17.43868121,9.930916072,45.70163562,53.16371062,16.79681634,5.918197418,0,0,0,0
COCS,17.09861229,17.89805151,67.81588919,5.259236098,41.96451048,79.55787192,55.41262719,16.65516298,10.93251287,55.3045345,66.00370105,8.528724441,0,0,0,0,0
CONC,14.78305142,24.2477874,65.29053475,10.66713293,38.8260183,85.25677048,52.04089954,10.22043106,10.50693552,82.85938655,25.14134319,16.89590843,1.432101828,0,0,0,0
COOC,18.67121895,14.03868396,64.70775472,6.953016694,36.87557111,79.74523948,56.48687265,15.07345281,9.813035628,53.14348679,49.8748828,14.14961464,3.440635778,0,0,0,0
CSBr,13.36218123,18.96727412,84.94040504,1.872344056,54.40540921,80.99376154,37.17055259,17.05954171,9.524681386,67.34084047,46.91576937,3.974980166,0,0,0,0,0
CSCl,15.40649841,22.11377605,84.93566512,1.855300651,55.35510783,79.59504553,35.09519778,19.61242331,8.86119599,54.61573782,51.73324054,6.413211638,0,0,0,0,0
CSCS,20.31336587,22.58166918,73.28407558,2.257520712,45.66167718,76.15003918,59.767013,20.51366993,12.07679166,41.076906,82.90713973,15.28570427,0,0,0,0,0
CSSC,15.72119751,17.46258186,77.91853963,2.568766575,45.50702418,78.6674067,55.52814059,14.7213616,12.47646355,68.48804074,72.34632852,1.730050748,0,0,0,0,0
FC#N,22.04238497,23.45155134,71.9814159,3.170755497,48.1219405,74.76899216,58.18217502,19.5978372,3.521670676,27.3906229,24.19594887,17.15957823,0,0,0,0,0
FC=C,16.87861082,21.19839285,79.06106659,3.18036932,48.79877821,80.07959877,45.5498781,16.75124886,6.057263567,43.81671326,40.67487177,5.156564969,0,0,0,0,0
FC=N,33.27768568,35.32150408,58.40816162,2.033645748,52.25860062,66.99428504,35.85423479,34.29148812,4.983580332,16.88118387,25.24659644,21.39194555,17.27758414,0,0,0,0
FC=O,31.07836659,38.06197179,68.76145033,2.562802925,56.69482417,70.39024463,24.9329581,34.81193309,4.02390173,22.16974108,19.07660572,17.68673873,12.26353225,1.689642221,0,0,0
FCBr,17.05971689,22.51932366,83.01977309,2.89852717,58.92018646,79.71516576,30.29118502,21.2879286,7.018872189,51.46546651,27.77042428,18.33921921,0,0,0,0,0
FCCC,13.57145893,11.88534647,71.71308501,12.3501578,32.6668989,90.81970268,53.72293496,12.94519333,9.85322275,73.3250902,35.85418069,11.7606291,0,0,0,0,0
FCCF,28.10229894,22.6415061,72.17332838,0.54610715,47.09305531,65.06605633,62.34527574,27.76959445,7.555197032,18.05502418,42.95898584,40.98225998,0,0,0,0,0
FCCI,19.13970267,22.46914854,75.85895449,1.830108762,51.91702612,78.55370041,38.24786234,22.58173162,10.86885859,56.45170981,54.41242555,18.44809464,0,0,0,0,0
FCCl,20.02803637,24.34267356,78.86966051,2.62495801,57.76037009,77.29007566,27.93301217,24.51026254,6.268750598,40.94637038,31.04951049,19.39564913,0,0,0,0,0
FCCN,23.15717372,24.28829117,57.89156781,5.822134352,40.14339097,75.87796674,62.76442695,21.9368731,9.063486614,33.38795541,60.11849373,16.42739282,4.495918036,0,0,0,0
FCCO,25.01483938,44.85462018,64.9020181,6.584682402,52.03028391,71.47303251,58.91469422,18.97311308,8.353230677,33.55713101,44.35414872,22.09789623,5.096192355,3.469441688,0,0,0
FCCS,25.42846764,22.26817714,66.02767155,1.942050449,45.34656385,71.53010717,60.92469445,25.85835519,9.959147015,28.05899399,57.13332565,36.22285776,0.397902604,0,0,0,0
FCSC,23.57963218,19.4561515,74.37271365,1.054230703,46.14965811,71.84387416,63.55910014,23.353772,9.938731987,25.37752382,70.84791128,25.4193549,0,0,0,0,0
FN=O,9.279807243,20.75946741,91.1664711,6.686679666,61.16364268,84.14153793,38.55180161,9.916157672,2.997562825,52.26041464,9.830273008,2.335012355,0,0,0,0,0
IC#N,25.24413478,46.94009934,63.61632129,7.588479018,47.71949982,75.51854011,64.13944505,15.73280934,7.419854212,35.96237051,37.29630632,18.95805744,6.521463967,1.95374437,0.188637387,0,0
IC=C,10.35815451,17.52750327,91.29917672,2.806588654,57.09541831,83.28295172,38.45827576,13.11879395,9.514002588,89.01648334,27.99497819,1.132098469,0,0,0,0,0
ICCI,14.95878595,21.51067066,83.84151448,2.508985757,57.1381157,81.02837832,35.70752162,19.67983307,14.02642871,93.22882176,47.19975166,14.91288659,0,0,0,0,0
N#CN,43.23409501,50.78442799,53.36279057,2.508315234,53.93734887,54.76730347,35.1205753,41.5430238,5.456229064,18.80194205,14.56090249,17.51549338,19.74910755,10.20676854,3.859345999,0,0
N=CN,31.90651194,38.54940633,51.97557308,3.878935594,46.52809945,66.4861194,54.19860385,29.30352362,6.58129742,22.64135185,29.23385567,25.15075653,13.3126045,3.62942146,0,0,0
NC=S,34.16609666,48.04624821,66.56416851,2.900763422,57.05980325,62.91229961,31.91060785,33.32717272,7.705056856,19.81914058,34.37815912,32.61553247,9.465443891,5.912432694,1.040921249,0,0
NCCC,11.32814342,21.20875609,55.51714416,26.45636019,28.60332734,91.29988583,47.76068143,8.747145129,11.44978377,102.4962434,17.49269221,8.890200483,5.221913876,0,0,0,0
NCCN,21.78314031,25.97108404,50.88320697,11.24801587,35.88049873,84.04424919,60.00184168,16.20031262,10.40161537,53.83302791,44.63848597,18.99818604,5.612441218,2.378398863,0,0,0
NCCS,19.43768815,23.62182579,57.81638269,8.865760998,38.82417162,79.87510803,60.23001945,17.68617811,11.14699501,51.76749582,63.80933537,11.68320516,4.344993654,0,0,0,0
NCNC,20.11415499,23.18084059,52.39904964,13.72426291,32.76566184,88.32979166,60.47295615,16.50348167,10.51570856,57.1421695,47.83595419,14.7264763,5.391582366,1.304877647,0,0,0
O=CN,38.97616039,46.06703071,50.95572056,3.252899964,47.11773695,58.82647069,57.89502227,33.96377264,5.829088108,20.63452398,18.3511955,18.44985784,19.54923822,10.61324901,0.169135442,0,0
OC#N,36.35588996,72.79878213,60.61455905,10.29723239,64.16829978,63.75623031,31.98729827,20.27498597,4.478889139,26.74873137,15.94764444,15.41293716,9.009817561,2.406182732,2.553227232,2.526491868,2.03188764
OC=C,20.08571285,45.29815685,68.731545,10.95932174,57.67019348,78.29567099,43.26374752,15.83018913,6.811344671,46.16940428,32.40426397,12.06556686,2.668751692,2.5563832,0,0,0
OC=O,30.15565886,48.85761595,63.73100604,4.721163292,52.77493598,70.82980747,46.55840728,28.96806394,4.858775592,21.97916487,25.01557675,23.45558533,6.017109775,2.548914557,0.752138722,0,0
OCCC,15.92375112,36.92075881,57.8025165,18.38576883,39.05661377,90.0615489,52.21824866,11.64448182,10.6509786,85.31932708,22.7717583,9.498913564,9.598602312,0.327548744,0,0,0
OCCN,24.16601938,42.57856587,52.44341575,8.465922712,45.38735402,76.11492293,55.9063372,18.3039235,9.912546307,41.53040576,49.21853536,17.50862723,9.095202378,4.07615928,0,0,0
OCCO,27.70963516,44.85416319,57.2835939,6.392089925,46.51362055,73.90718046,61.61380461,23.28380132,9.101538704,32.55631679,45.36935817,22.52684767,11.01950255,3.271414821,0,0,0
OCCS,21.81388177,22.46364532,58.81538472,8.262995811,38.94407954,81.17426794,61.95820624,22.23574719,10.71761221,46.16230272,57.48752963,18.72475173,5.690855918,0,0,0,0
ON=C,23.10297522,43.08955893,71.08000219,6.600587768,56.91454645,71.36927493,35.77374547,18.77374966,6.077047791,31.41481317,39.20478037,14.92840987,2.521116657,1.742119937,0,0,0
ON=O,19.12256397,48.84392193,80.03238567,15.29754338,69.80997469,78.32099986,28.4967779,11.87343138,4.045548041,40.14199681,22.99276913,3.704995973,2.751504362,2.66977651,0.803657215,0,0
OOCC,19.12208091,42.56041825,65.23529519,10.19531026,49.70455523,78.47467446,46.49341323,15.00366904,9.293679436,55.32863734,37.24042898,16.49218998,5.418062412,1.848021288,0,0,0
SC#N,28.73921344,38.7615259,62.36260968,4.339832808,51.64329003,69.85146208,50.99134999,25.01080595,6.361817363,30.98996791,24.22552061,20.08710875,13.08893054,3.767192195,0,0,0
SCCS,17.4335223,17.65445757,79.12700967,1.911914701,47.18040264,79.25710076,54.86808644,19.51692793,12.02410611,55.13131454,78.53039098,5.173734473,0,0,0,0,0
SN=C,17.99110024,20.55780087,67.89495962,4.086303366,47.47929882,78.55485887,43.60530116,19.36486034,7.761802604,45.97716687,45.07155601,12.65068713,0,0,0,0,0
BrC#N,23.27762771,38.90651959,66.50012097,6.332043881,45.72790335,75.5743248,64.88056966,17.18955013,6.234791462,31.29071373,38.87552914,17.16634017,3.242977611,0.536029357,0,0,0
BrC=C,11.19561311,18.15116165,90.01773549,2.834242354,56.74059373,82.05452891,38.26478695,13.15064125,8.417415071,81.35955713,25.98105736,1.763295515,0,0,0,0,0
BrC=N,15.34574972,26.26844179,66.91746102,8.972465514,47.97683627,87.17164273,43.5152594,15.81936239,7.325206796,58.22840241,22.70150075,19.10281232,0.06764452,0,0,0,0
BrCBr,13.08251311,23.58437568,88.74507646,5.873057077,63.22503293,83.08118236,31.98069449,12.77204652,9.360954774,81.47500074,18.95018214,16.45673712,0,0,0,0,0
C=C=C,10.78969436,13.27132925,86.11005878,2.336152785,52.10872282,80.78844629,39.99222211,10.51029159,7.690576245,69.41077707,33.70148293,0,0,0,0,0,0
C1CC1,6.494062318,7.700169794,86.54714172,4.739977086,44.158875,87.40438621,43.90914701,8.235140782,8.143987855,94.07124564,12.77868436,0,0,0,0,0,0
C1NC1,19.18215333,25.39746984,54.21115484,12.53162296,35.63004487,87.05019261,54.60144828,15.87758803,7.258020013,51.06287206,29.59410249,11.8823676,6.366086531,0.641081313,0,0,0
C1OC1,22.08145426,14.57293727,62.1493976,6.766289991,36.36539418,79.18183419,61.89881752,19.00419825,6.548466453,31.16782771,46.3938335,9.544215184,6.591473611,0,0,0,0
CC#CC,12.50366154,9.547065393,78.80538624,4.532487801,40.23591115,80.46759155,49.58130865,9.811148421,11.03587146,83.36147582,47.32751418,0,0,0,0,0,0
CC=CN,15.17235316,31.01957266,66.71709586,9.399072059,52.37490875,82.40898938,40.58268931,8.570969506,10.63008925,76.23610838,30.30950401,17.84811471,2.950222908,0,0,0,0
CCBCC,5.791897083,43.65855983,91.29121699,50.34868445,79.34124017,88.80937618,42.99390322,7.116906164,14.9364933,147.4946248,11.37640749,2.107269473,1.196017809,0.669200441,0,0,0
CCC#C,13.52771369,22.98905144,79.68832342,4.954156326,45.39464257,80.05050302,48.94515801,11.56242595,10.57883029,72.85062943,51.14327893,2.927491639,0,0,0,0,0
CCC#N,29.9364496,22.31069318,56.47656921,4.579848462,39.26480028,70.06145299,73.19457018,24.90695571,9.372304409,18.18680146,55.7005986,32.31957907,10.76850087,0,0,0,0
CCC=C,6.198395493,8.277546535,81.6643785,12.2871796,35.35742518,90.80713404,46.0981403,6.599028788,11.44240092,119.2240543,14.81613573,0,0,0,0,0,0
CCC=O,24.33595727,17.63336681,58.62336832,9.951373538,32.59377395,89.72535478,67.63685942,19.69886826,9.607997363,35.67693688,61.1098605,11.29250147,10.83910116,0,0,0,0
CCCBr,14.65494588,14.71376773,83.56406737,2.727913809,43.46545865,80.60458885,57.2385468,14.81424667,12.15544089,66.79705427,73.12103573,0,0,0,0,0,0
CCCCC,1.465195095,3.993334219,97.22623939,3.361675909,48.82601525,91.42193752,43.41185898,4.242906023,14.64886448,160.47247,0,0,0,0,0,0,0
CCCCI,11.82690487,13.76259864,86.06858508,3.534805264,43.04095556,84.60945355,54.83586132,13.48936499,15.63168877,99.225345,69.348975,0,0,0,0,0,0
CCCCl,13.57598031,14.41613428,82.40831498,3.158005363,44.3745775,81.43166352,51.01936433,13.91592952,11.47003018,70.47910255,63.78884745,0,0,0,0,0,0
CCCCS,11.05537328,16.22441837,74.63108802,10.13214419,38.04664473,90.56815465,50.0383402,11.69781715,14.11603575,104.9831903,47.31048402,3.786455714,0,0,0,0,0
CCCSC,10.76826615,11.61460822,73.05936104,11.59556867,34.19526146,88.83567673,51.29461587,9.894672406,14.56106008,114.7453758,37.72394481,7.279339368,0,0,0,0,0
CCN=C,13.925208,14.83314654,57.60229384,16.38741967,31.52797156,88.10597486,48.91048989,12.74346301,10.68540963,77.5606656,38.64227278,6.510619859,5.086421765,0,0,0,0
CCNCC,8.48120539,19.65912194,58.63324921,35.91577595,23.39624183,91.65504254,47.45801245,7.509523278,14.14855132,131.8756643,14.71763128,5.91549238,3.839382074,0,0,0,0
CCOCC,9.668026943,8.944330899,59.8042346,27.56319017,22.87485351,91.09552436,47.44310493,9.220338865,13.74885517,124.1891167,17.56513889,6.151383333,5.147661111,0,0,0,0
CCSCC,11.04888106,10.36602449,72.51282482,12.56527886,32.67987533,91.280143,50.89238253,10.32599086,15.30287446,116.21717,41.26394864,8.382641315,0,0,0,0,0
CCSSC,14.03082262,16.03935528,77.27462989,3.97555551,42.73200286,80.55983845,54.11359196,13.0014877,14.68229592,89.22050413,69.94855134,1.579004535,0,0,0,0,0
ClC#C,10.64340672,32.8448054,89.14359222,16.98422528,71.66521,85.53675087,29.90858165,4.787094071,6.694397091,69.74451211,17.21040639,5.306194707,2.639206792,0,0,0,0
ClC#N,21.95991823,34.26538513,69.0220502,5.027324313,44.83239028,75.74869424,64.87034286,18.22590528,5.45718255,27.80027413,41.37526179,13.60208344,1.923800646,0,0,0,0
ClC=C,12.68447778,19.95357109,87.97195881,2.768219466,56.69930655,80.4612566,36.77496006,14.52151098,7.701974403,64.99920228,34.46695667,3.740061051,0,0,0,0,0
ClC=N,23.89821502,33.54490779,59.32795425,5.283429027,52.60524501,77.65507563,33.9690095,24.2119945,6.551121899,41.28252849,21.96021626,17.15307136,13.32342389,0,0,0,0
