mol solvent,mol solute,target Gsolv kcal
CC(=O)c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.665841203615983
c1ccc(cc1)CCl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.407776683987407
COc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.133793554846457
c1ccc(cc1)C=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.421311629563816
c1ccc(cc1)C#N,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.628728096653326
c1ccc(cc1)CO,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.009727993306226
c1ccc(cc1)Br,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.829721334092511
CCBr,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.997248163808875
C(Br)(Br)Br,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.785290715416526
CCCC=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.710583636684582
CCCC(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.342175323787973
CCC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.529493937714859
CCCCN,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.624393397333773
CCCCOC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.062444511590252
C(=S)=S,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.036200968754141
C[C@@H]1CCCC[C@@H]1C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.093500353856431
C1CCC2CCCCC2C1,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.949745881117204
C1CCC(=O)CC1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.140640779793236
C1CCCC1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.119691433137037
C1CCC(C1)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.894722275686373
C1CCC(=O)C1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.185149791153325
C(Br)Br,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.694590742687083
CCCCOCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.511024479511638
CCNCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-17.495965818095353
CCSCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.923322888480405
C(I)I,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.51362802996254
CC(C)OC(C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.709932808622993
CSSC,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.12826605606031
c1ccc(cc1)Oc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.206399709312606
CCCNCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.113267111992357
C(=C\Cl)/Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.110433404529065
CC/C=C/C,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.351977983198754
CCS,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.508548639706504
CCc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.368426239519186
CCOC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.231630745985676
CCOC=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.119618964546856
CCOc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.338826477102275
c1ccc(cc1)F,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.147782652149173
C(=O)N,C(=O)(O)CCCCCCCCCCCCCCCCC,-11.669202622890117
C(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.469075803388122
CCCCCC(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.202355489652088
c1ccc(cc1)I,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.805782099903123
CCI,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.20024265764731
CI,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.631194082818968
CC(C)c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.244879925400344
Cc1cc(ccc1)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.650102282108843
Cc1cc(cc(c1)C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.063605398283187
COC(=O)c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.932911228163348
CCCC(=O)OC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.464424457076383
CC1CCCCC1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.182679934993253
CC(=O)OC,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.533806091704209
COC=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.699638220169463
CCC(=O)OC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.355555359442251
Cc1cc(ccc1)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.218149653214816
CCCCc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.704546863218816
CCCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.899424210107542
CCCCCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.836271490436879
CCCCCCCCCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.753600120577863
CCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.941222630255085
c1ccc(cc1)N(=O)=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.715493609432837
CCN(=O)=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.759472676229182
CNc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.874961679848921
CC(=O)N(C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.60538722697002
CN(C)C=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.683141975586269
CCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.928080551153199
CCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.882589557153686
CCCCCCCCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.810543811223761
CCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.050743945200844
CCCCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.870872250425723
Cc1ccccc1Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.080733249845023
Cc1ccccc1O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.946902379565556
c1ccc(c(c1)Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.475184380594618
Cc1ccccc1N(=O)=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.588475451479825
Cc1ccccc1C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.215884511134574
CCCCC=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.971368174520293
CCCCC(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.27428355722915
CCCCCN,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.19910449493799
CCCCCOC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.865160409688182
c1(c(c(c(c(c1F)F)F)F)F)F,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.500116840312963
Cc1ccc(cc1)C(C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.149182160243951
CCC=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.548787868788706
CCC(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.26004780078004
CCCN,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.428946274465368
CCCOC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.989321044699931
Cc1ccc(cc1)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.250473303833296
c1ccncc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.162975732256877
CCC(C)c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.247687584632764
CC(C)(C)c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.931449283771295
C(=C(Cl)Cl)(Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.59033697039205
C1CCS(=O)(=O)C1,C(=O)(O)CCCCCCCCCCCCCCCCC,-11.896251369872997
C1CCc2ccccc2C1,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.799229949010401
c1cscc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.36564849851207
c1ccc(cc1)S,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.401991828912509
C1CCC2CCCCC2C1,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.949745881117204
CCCCOP(=O)(OCCCC)OCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.555070031253102
C(=C(Cl)Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.957591164192511
CCN(CC)CC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.275759463459678
C(=C\Cl)\Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.260567048201427
